time,concentration
164.3,1.6276689200559895
164.4,1.6259085311506962
164.5,1.6241498825571725
164.6,1.6223929731770688
164.7,1.6206378019101422
164.8,1.6188843676542677
164.9,1.617132669305453
165.0,1.615382705757853
165.1,1.6136344759037797
165.2,1.6118879786337206
165.3,1.6101432128363466
165.4,1.6084001773985304
165.5,1.606658871205355
165.6,1.6049192931401308
165.7,1.6031814420844064
165.8,1.601445316917982
165.9,1.599710916518923
166.0,1.597978239763572
166.1,1.5962472855265624
166.2,1.5945180526808307
166.3,1.5927905400976305
166.4,1.5910647466465428
166.5,1.5893406711954912
166.6,1.5876183126107533
166.7,1.5858976697569718
166.8,1.5841787414971713
166.9,1.5824615266927646
167.0,1.5807460242035711
167.1,1.5790322328878255
167.2,1.5773201516021906
167.3,1.5756097792017707
167.4,1.5739011145401225
167.5,1.5721941564692676
167.6,1.5704889038397054
167.7,1.5687853555004236
167.8,1.5670835102989118
167.9,1.5653833670811717
