Ketone transport,Ketone utilization,PMAS in e,GLU synaptic flux,PMAS in i,GAD67,GAD65,GT,GABA synaptic flux,Anaplerosis,GDH,GS,GLN uptake in e,GLN uptake in i,GLN efflux,CMRglc,CMRglc(ox)N,VPMAS,timestamp
-0.00014008916942835766,0.007551736492821401,0.18732987402687032,0.18367128045770328,0.047085878208512996,0.03869460581536283,0.04633114511147525,0.03805887191764196,0.046315280675610616,0.06,0.04785393886633154,0.2421969203218732,0.18732987402687032,0.047085878208512996,0.012356692968628746,0.4044518429053688,0.2760383827829142,0.2344157522353833,275.4836298929331
-6.122837554452795e-5,0.006788845236163164,0.18772282145052716,0.18432384691701462,0.04717153006210549,0.03899542388879643,0.046392406288928524,0.03833511092950651,0.046381780714295204,0.06,0.04778774881136155,0.24296015074976368,0.18772282145052716,0.04717153006210549,0.01228280552005208,0.4050151039636844,0.2764228084552146,0.23489435151263266,285.1672855488159
9.79627425539343e-6,0.006101982940657119,0.18807660813646776,0.1849287806030658,0.047248645939708546,0.0392914084195991,0.046451922313605426,0.03861249763215367,0.04643675324288015,0.06,0.047736322058832846,0.24368241299969146,0.18807660813646776,0.047248645939708546,0.01221440144061313,0.40552223100191864,0.2767689226588095,0.2353252540761763,294.8451494681176
7.379562313319173e-5,0.005483241496848935,0.18839530736670815,0.185488442532759,0.04731811370604368,0.03958117884835742,0.04650947139423093,0.03888871177025467,0.04649967053792901,0.06,0.04768297103410179,0.24433635581329172,0.18839530736670815,0.04731811370604368,0.012151398025575813,0.4059790627684665,0.2770807103394784,0.23571342107275184,304.5270978868357
0.00013139365976945477,0.004926534034660728,0.18868205434550517,0.18600443308844816,0.04738061675038853,0.039863280163218766,0.04656482785458491,0.03916153356794987,0.046550578888710066,0.06,0.0476441791993631,0.24495337740839654,0.18868205434550517,0.04738061675038853,0.012093557523258712,0.4063900933466619,0.27736123870909674,0.23606267109589368,314.2057002718702
0.0001832506706484142,0.004425434522286961,0.18894015897138003,0.18647939158612375,0.047436876540620114,0.04013706684272493,0.046617932218609215,0.03942965421022202,0.04660910034105258,0.06,0.04760300467571873,0.2455063602808034,0.18894015897138003,0.047436876540620114,0.012040727717450612,0.4067600672311411,0.2776137458852538,0.23637703551200015,323.888603206904
0.00022988702209508015,0.003974878793407377,0.18917222967782987,0.18691530780951307,0.04748746164431406,0.04040175662529613,0.04666870086310136,0.03969173966448902,0.0466554429486018,0.06,0.0475759161178189,0.2460276610118097,0.18917222967782987,0.04748746164431406,0.011992587873756648,0.40709272341832897,0.2778407837330095,0.23665969132214393,333.5685026590654
0.0002718420268887561,0.0035696274276773264,0.18938096516759628,0.18731486842500392,0.04753296030528668,0.040657175109383305,0.04671716747290383,0.03994714029770808,0.046709336427110004,0.06,0.04754576530170995,0.24649006032459217,0.18938096516759628,0.04753296030528668,0.011948952876451818,0.4073919302989332,0.2780449924290219,0.23691392547288295,343.2515331952727
0.0003095518583297752,0.0032054437649170677,0.1895685476451389,0.18768023623273164,0.04757384818477314,0.04090300335117972,0.046763336095660114,0.04019513351162704,0.04675106063184903,0.06,0.04752906226655263,0.24692654043544596,0.1895685476451389,0.04757384818477314,0.011909454953210535,0.4076608159015893,0.27822850685283473,0.23714239582991203,352.931661562523
0.0003434566817597926,0.0028780577827392136,0.18973717649900945,0.18801399152934398,0.04761060468967341,0.04113935860458375,0.046807289961887315,0.0404354923193943,0.04680042503475399,0.06,0.047508506888403655,0.2473095668443753,0.18973717649900945,0.04761060468967341,0.011873903900314184,0.4079025328870572,0.27839347869541653,0.23734778118868285,362.6141868395043
0.00037391900697976866,0.0025839536135261265,0.18988866267029586,0.1883182811598535,0.04764362455590274,0.04136621456661214,0.04684908137253139,0.04066789266673981,0.04683773684698891,0.06,0.047500680602408585,0.2476724238796602,0.18988866267029586,0.04764362455590274,0.011841916855724315,0.4081196771053979,0.27854167962443405,0.2375322872261986,372.2943370521789
0.0004012959054878074,0.0023196713305575004,0.19002478828623953,0.1885954715770807,0.047673296238741364,0.04158384750337654,0.04688881425345634,0.04089235922571501,0.04688284918317143,0.06,0.047488194545823134,0.24798715094422197,0.19002478828623953,0.047673296238741364,0.011813319076241923,0.40831480310415563,0.2786748531185862,0.2376980845249809,381.9765531697594
0.00042588582640948396,0.002082319750208187,0.19014704252783055,0.18884757290033266,0.04769994433915227,0.041792400533258126,0.0469265634811906,0.041108813859085824,0.0469160762997886,0.06,0.047487712052331495,0.24828709878592237,0.19014704252783055,0.04769994433915227,0.011787734484425433,0.4084900455140976,0.2787944560633716,0.2378469868669828,391.65690525132413
0.0004479775323769195,0.001869103447580355,0.19025686525298044,0.18907669262265717,0.04772388270700854,0.041992226431405315,0.046962437537825585,0.04131742397118359,0.0469572937777893,0.06,0.04748180133093513,0.24854384928570306,0.19025686525298044,0.04772388270700854,0.011765014927532354,0.4086474682650076,0.27890189709086766,0.23798074795998897,401.33900773681853
0.0004678154591330237,0.0016776566707203853,0.19035547500512792,0.18928464776769252,0.04774537695164596,0.04218356084286929,0.04699651936143661,0.04151825986980625,0.046986808194068704,0.06,0.04748721234224424,0.2487906888546775,0.19035547500512792,0.04774537695164596,0.011744803230565443,0.40878881804874695,0.2789983683182698,0.23810085195677388,411.01955731786074
0.00048563302766502995,0.0015057214490399693,0.19044403481205388,0.18947328053153478,0.047764680581496514,0.04236678619075904,0.04702891398924714,0.04171156676854562,0.04702451022202175,0.06,0.047486498439349156,0.24899875228452686,0.19044403481205388,0.047764680581496514,0.011726982526796471,0.40891576197958923,0.2790850075510697,0.2382087153935504,420.70155986838836
0.0005016297107930475,0.0013513686163809649,0.1905235383420762,0.18964419415912168,0.047782010189234336,0.04254218254862594,0.047059704364426774,0.041897500875609214,0.04705068857166098,0.06,0.04749649553229368,0.249201192383045,0.1905235383420762,0.047782010189234336,0.011711220550105388,0.4090297244075483,0.2791627869081517,0.23830554853131053,430.3822141217006
0.0005159941260225197,0.0012127747204613288,0.19059492481277027,0.18979897614198935,0.047797570498752266,0.042710134069669885,0.047088988158629545,0.04207634473506142,0.047085245673922034,0.06,0.04749976032100973,0.24936872905750188,0.19059492481277027,0.047797570498752266,0.011697432815072564,0.4091320516315275,0.2792326252385175,0.23839249531152254,440.06410351469276
0.0005288885583984937,0.0010883711670193934,0.1906590021703126,0.189939015747112,0.04781153762034764,0.042870935064123115,0.04711684397838746,0.042248299902677144,0.047108447613478044,0.06,0.04751320800933556,0.2495343465157254,0.1906590021703126,0.04781153762034764,0.011685314068901715,0.4092239017825921,0.2792953129666191,0.23847053979066024,449.7448208888509
0.0005404652961790222,0.0009766864428990061,0.19071652835667516,0.19006566487890178,0.04782407676476093,0.04302495448252195,0.04714336036758931,0.04241366031531509,0.04714020610527426,0.06,0.047519410364025,0.24966839373263258,0.19071652835667516,0.04782407676476093,0.011674811079771339,0.40930636131448045,0.2793515915971329,0.2385406051214361,459.4266189596274
0.0005508560442727726,0.0008764481251350169,0.19076815876713443,0.19018011082865302,0.04783533079034131,0.0431724824924384,0.04716860948517959,0.04257264690528703,0.04716076302242269,0.06,0.047535351942104294,0.24980367397353317,0.19076815876713443,0.04783533079034131,0.011665645209713471,0.4093803696878295,0.2794021023119436,0.23860348955747573,469.10738380451403
0.0005601836913123134,0.0007864692533460497,0.1908145047771908,0.1902834942376565,0.047845432960323765,0.043313863977169687,0.047192670379575634,0.04272554959142599,0.04719003816734677,0.06,0.04754362596374097,0.24991021385646847,0.1908145047771908,0.047845432960323765,0.011657791950260125,0.40944680326418464,0.279447443227806,0.23865993773751457,478.78911556306593
0.0005685549213729635,0.0007057195194862127,0.1908560970743948,0.1903768189535973,0.04785449895016417,0.043449374467551864,0.04721560798893902,0.04287259254986206,0.04720824894209255,0.06,0.04756127555276009,0.2500206383579105,0.1908560970743948,0.04785449895016417,0.0116509974140222,0.4095064227448848,0.27948813352338386,0.23871059602455896,488.4699123056489
0.0005760688632734977,0.0006332417631528852,0.19089342866965825,0.19046104026511917,0.04786263622283573,0.04357933089748263,0.047237492238520834,0.04301405296479589,0.04723532298445146,0.06,0.0475709179515754,0.25010469947581115,0.19089342866965825,0.04786263622283573,0.011645262619425993,0.4095599348245952,0.2795246555177862,0.23875606489249399,498.15158896429966
0.0005774132918350931,0.0006202739626317107,0.19090010808007332,0.19047615619229138,0.047864092152684126,0.043603532496091515,0.047241555533928,0.04304044450540069,0.04723796752087256,0.06,0.0475749052482255,0.2501234350675255,0.19090010808007332,0.047864092152684126,0.011644257079321024,0.4095695092652272,0.27953119007351757,0.23876420023275746,500.0
